right_knee_y,direction,cumulative_distance,straight_distance,acceleration,right_ankle_y,dx,left_hip_x,recovery_time,right_hip_x,left_ankle_y,movement_range_y,right_knee_x,left_hip_y,stance_width,frame,source_video,rolling_speed_mean,left_foot_y,centroid_y_smooth,trajectory_angle,right_foot_y,left_shoulder_y,left_shoulder_x,dy,centroid_x_smooth,speed_smoothed,right_foot_x,centroid_x,right_ankle_x,right_shoulder_x,right_shoulder_y,recovery_distance,path_efficiency,footwork_label,hip_center_x,left_ankle_x,centroid_y,direction_change,right_hip_y,rolling_speed_std,movement_range_x,distance,hip_center_y,path_length,left_knee_y,left_foot_x,left_knee_x,direction_code,speed
0.7502527236938477,STILL,,,,0.8908594846725464,-0.0044530928134918,0.3728481531143188,,0.3838102221488952,0.8680817484855652,,0.4226370751857757,0.6292178630828857,0.0647991001605988,frame_163_trim_3.jpg,open_video_trim_3,,0.9058810472488404,,,0.9190950989723206,0.4386091828346252,0.3866111934185028,-0.0024105608463287,,0.0117635040957214,0.4663337171077728,,0.4295877516269684,0.3922300636768341,0.447237491607666,0.0882127098966546,,Backhand_Front,0.378329187631607,0.3647886514663696,,,0.6333088278770447,,,,0.6312633454799652,,0.7407421469688416,0.3903671503067016,0.3856192231178283,,0.0050636784257519
0.7757066488265991,,16.634365175058115,0.2944771986217369,-0.0196245004016447,0.8738374710083008,-0.0021298825740814,0.5068245530128479,4.0,0.5330831408500671,0.8801745176315308,0.5135402977466583,0.523379921913147,0.6789962649345398,0.0084246182193137,frame_5 single_2.jpg,single_2_bb,0.1279983121465985,0.9265661835670472,0.6097095906734467,-2.7272203660447287,0.9152778387069702,0.5313377976417542,0.4847755134105682,-0.0009368062019348,0.5099434137344361,,0.5149022936820984,0.5149131342768669,0.5260768532752991,0.5349693298339844,0.5257942080497742,,0.0089028477666892,Recovery_Ready,0.5199538469314575,0.5205256342887878,0.6030469685792923,1.0,0.6760596036911011,0.243750825785181,0.770142437890172,0.0023268015900285,0.6775279343128204,33.07674199749306,0.7884020209312439,0.5068177580833435,0.5004438161849976,1.0,0.0116340079501425
0.5715479850769043,LEFT,,,,0.6550576686859131,-0.0242159813642502,0.4843328893184662,,0.4715970456600189,0.6104363799095154,,0.4714258015155792,0.4539048969745636,0.0574187934398651,frame_113_trim_2.jpg,open_video_trim_2,,0.6539114117622375,,,0.6927104592323303,0.542247474193573,0.4841915965080261,0.0048299729824066,,0.0212928664049371,0.4552138745784759,,0.4474079310894012,0.4711902737617492,0.5459062457084656,0.0547258894100479,,Recovery_Ready,0.4779649674892425,0.5048267245292664,,,0.4626035690307617,,,,0.4582542330026626,,0.5527523756027222,0.5166791081428528,0.4991095662117004,,0.0246929624072222
660.245361328125,LEFT,,,,720.4356002807617,-41.91352903842926,761.5760469436646,,795.2136242389679,754.0470027923584,,785.3503811359406,620.5063486099243,36.22072219848633,frame_290_trim_1.jpg,open_video_mp_1,,779.5256567001343,,,728.3936834335327,507.39845752716064,743.0297708511353,34.46857452392578,,50.58914081333497,785.537736415863,,804.5149040222168,795.6604063510895,514.2653799057007,244.7328475234741,,Forehand_Front,778.3948355913162,768.2941818237305,,,618.9907455444336,,,,619.748547077179,,689.5753622055054,733.0829226970673,735.8173871040344,,54.26625605444583
683.735294342041,LEFT,,,,762.7012300491333,-24.54823195934296,855.4183852672577,,889.5158672332764,734.0515851974487,,930.564306974411,610.6201267242432,102.6498818397522,frame_18_trim_1.jpg,open_video_mp_1,,747.8175830841064,,,776.6935062408447,508.9966464042664,853.6068570613861,-17.824687957763672,,29.24348859676705,923.9910328388214,,906.1495304107666,920.4318976402284,504.7943425178528,150.84474535496622,,Forehand_Front,872.467126250267,803.4996485710144,,,618.0312919616699,,,,614.3257093429565,,667.1083498001099,795.8914351463318,837.1028816699982,,30.337026767983577
0.5827053189277649,STILL,,,,0.6518833637237549,-0.0022928565740585,0.3544413447380066,,0.3711428344249725,0.6651421785354614,,0.3713408410549164,0.5457620024681091,0.0089251995086669,frame_231_trim_3.jpg,open_video_trim_3,,0.6909727454185486,,,0.679044783115387,0.4227083623409271,0.3498134016990661,-0.0042448937892913,,0.0104146349214437,0.3720542788505554,,0.374950498342514,0.3679210245609283,0.4036775231361389,0.0528357371386241,,Backhand_Mid,0.3627920895814895,0.366025298833847,,,0.5375407338142395,,,,0.5416513681411743,,0.6012031435966492,0.3612430989742279,0.3530024588108063,,0.0048245533007282
690.0052070617676,LEFT,,,,790.8633852005005,-19.010332822799683,1027.412531375885,,1073.4434938430786,789.8025941848755,,1075.9082794189453,589.0200424194336,85.83393812179577,frame_46_trim_1.jpg,open_video_mp_1,,794.2575073242188,,,802.7699041366577,460.52703619003296,1003.2098174095154,3.3434009552001958,,20.25836098016861,1082.5455260276794,,1094.6641063690186,1075.0119471549988,470.8919095993042,29.317824265879636,,Forehand_Front,1050.4280126094818,1008.8301682472228,,,584.2896509170532,,,,586.6548466682434,,691.7907810211182,990.5485987663268,1015.8332061767578,,19.302100506961636
641.5673828125,LEFT,,,,691.5320873260498,-25.08002877235424,905.0641512870787,,934.279477596283,705.2542352676392,,940.0536596775056,585.0855588912964,94.82904195785534,frame_258_trim_1.jpg,open_video_mp_1,,715.1944828033447,,,706.7333841323853,509.9486517906189,880.6994044780731,-14.034473896026611,,23.73581926669068,955.182124376297,,966.01300239563,921.0277950763702,512.1506428718567,101.74159520095344,,Forehand_Front,919.6718144416808,871.1839604377747,,,581.8577098846436,,,,583.47163438797,,634.0388298034668,853.9067792892456,866.0323309898376,,28.73976862746757
652.4550199508667,LEFT,,,,726.6963863372803,-5.054491758346558,752.0434820652008,,755.307000875473,689.7710609436035,,766.6791331768036,578.9121580123901,72.32544302940369,frame_172_trim_1.jpg,open_video_mp_1,,716.9616460800171,,,741.7794036865234,489.7483825683594,796.6532099246979,-3.626589775085449,,8.857875519855584,796.0774064064026,,767.8944051265717,804.7313237190247,499.64386224746704,267.69430748401385,,Forehand_Front,753.6752414703369,695.568962097168,,,583.2505226135254,,,,581.0813403129578,,638.0197334289551,707.6153683662415,736.1865615844727,,6.220935647629511
0.7833448052406311,,19.770465067823856,0.2944771986217369,-0.0834052971208677,0.8590505719184875,-0.0254128575325012,0.6118038892745972,3.0,0.6405699849128723,0.8934280872344971,0.5135402977466583,0.6549203395843506,0.7071731686592102,0.1183243174730887,frame_58 single_2.jpg,single_2_bb,0.1944686562942256,0.9124417901039124,0.6295464843511581,2.5932520441100277,0.8710976839065552,0.5653781294822693,0.5899905562400818,0.0155227929353713,0.6178240001201629,,0.6763150095939636,0.6208094507455826,0.682391881942749,0.640873372554779,0.573338508605957,,0.0089028477666892,Forehand_Front,0.6261869370937347,0.5691716074943542,0.6374476701021194,1.0,0.7039008736610413,0.0461799167504949,0.770142437890172,0.0297786908456637,0.7055370211601257,33.07674199749306,0.7906173467636108,0.5429506301879883,0.5741674304008484,1.0,0.1488934542283189
0.7173817753791809,,4.072723834068184,0.2944771986217369,0.247373102581595,0.8606420159339905,-0.0871836096048355,0.282934159040451,0.0,0.2640077173709869,0.8376710414886475,0.5135402977466583,0.2933171093463897,0.6019898653030396,0.0388112798509241,frame_79 multishuttlecock.jpg,multishuttlecock_bb,0.3386797775474274,0.8696945905685425,0.5580788522958755,-2.466862383348221,0.9011455774307252,0.4541472792625427,0.2949138879776001,-0.0697453618049621,0.3036042712628841,,0.2988663911819458,0.2771335989236831,0.2787613868713379,0.2666786313056946,0.436473548412323,,0.0089028477666892,Backhand_Backcourt,0.2734709382057189,0.3100447654724121,0.524022713303566,0.0,0.6034801602363586,0.1265252111055176,0.770142437890172,0.1116485435508831,0.6027350127696991,33.07674199749306,0.7103359699249268,0.3371669352054596,0.3090514838695526,1.0,0.5582427177544156
0.771851122379303,RIGHT,,,,0.883233368396759,0.0325038954615592,0.2284168899059295,,0.1932135969400406,0.873047947883606,,0.1541993618011474,0.6625683307647705,0.0727111995220184,frame_154_trim_3.jpg,open_video_trim_3,,0.9253271818161012,,,0.93529212474823,0.4646561443805694,0.2566476464271545,-0.0097814798355102,,0.0401962427080168,0.1067865267395973,,0.1273326575756073,0.2068297863006591,0.4644056856632232,0.2291215818521267,,Backhand_Front,0.210815243422985,0.2000438570976257,,,0.6479861736297607,,,,0.6552772521972656,,0.7690311074256897,0.2111864537000656,0.2380046993494033,,0.0339437854098282
0.7281494140625,,4.8274732051152425,0.2944771986217369,-0.0725350282833766,0.8465878367424011,0.0015482008457183,0.3234907686710357,2.0,0.3517332673072815,0.790258526802063,0.5135402977466583,0.3664819300174713,0.6146803498268127,0.0597447302670418,frame_100 multishuttlecock.jpg,multishuttlecock_bb,0.1600390582791876,0.8060085773468018,0.5266682758927346,1.4696693757633346,0.8805034160614014,0.4605332612991333,0.3251911103725433,0.015257254242897,0.3549901872873306,,0.3623792827129364,0.3455659374594688,0.3361779153347015,0.3818486034870147,0.4736060500144958,,0.0089028477666892,Backhand_Mid,0.3376120179891586,0.3162670731544494,0.5435871779918671,0.0,0.6255290508270264,0.0820973363690205,0.770142437890172,0.0153356034407219,0.6201047003269196,33.07674199749306,0.697475790977478,0.3326318860054016,0.3264095187187195,2.0,0.0766780172036096
632.293643951416,RIGHT,,,,696.8120718002319,53.11283826828026,1327.2353148460388,,1309.839107990265,684.9165153503418,,1294.962124824524,571.7465209960938,27.359817028045427,frame_94_trim_1.jpg,open_video_mp_1,,718.3483219146729,,,720.2803945541382,474.0516757965088,1340.3339862823486,-9.4911789894104,,55.30981542550611,1293.8864850997925,,1318.29731464386,1301.8069744110107,487.34675884246826,297.7946224771816,,Forehand_Front,1318.537211418152,1345.6571316719055,,,572.6659536361694,,,,572.2062373161316,,628.3138942718506,1340.6353950500488,1298.9769101142883,,53.95420342773602
